"","GC124688","GC124689","GC124690","GC124691","GC124692","GC124693","GC124694","GC124695","GC124696"
"BT_0453",73,112,90,33,0,0,9,78,35
"BT_0454",7.233,17,12.868,0,32,0,4,8,0
"BT_0455",21389.568,13230.606,12816.759,1838.563,1034,622,1709,2458.425,552
"BT_0456",1042.245,1172.366,1138.076,159.068,87,55,101,151.575,111
"BT_0457",717.934,717.22,639.171,133.369,19,31,52,151,142
"BT_0458",11451.002,11185.136,10654.003,3665,1179,1263,796,3365,2182
"BT_0459",364,392,405,115,115,109,240,136,139
"BT_0460",290.409,307.776,318.845,21,29,11,44,92,12
"BT_0461",378,374.224,351.155,109,28,36,47,58,46
"BT_0462",944,670,946,81,15,25,117,47,34
"BT_0463",454,446,542,81,0,20,64,4,16
"BT_0464",40.673,21.507,60.488,49,24,47,60,0,13
"BT_0465",44.325,70.493,93.172,154.02,0,17,116,11,0
"BT_0466",17.001,17,24.34,43.98,0,0,41,22,0
"BT_0467",27.808,20,28,83,10,39,62.814,3,12
"BT_0468",19.905,24,20.697,24,0,0,6.186,19.102,0
"BT_0469",14.288,15,11.303,55,14,27,70,27.898,0
"BT_0470",19,18,18,87,0,28,113,10,14
"BT_0471",24,26,39.524,58.427,0,39,105,15,19
"BT_0472",16,40,41.476,67.573,0,0,22,5,0
"BT_0473",19,23,36,107,18,0,26,20,6
"BT_0474",63,76,67,76,19,0,49,0,27
"BT_0475",46,54,59,54,0,21,16,21,26
"BT_0476",246,368.96,318,328.843,36,91,196,37,68
"BT_0477",7.629,4.04,8.156,4.157,0,0,12.786,30,0
"BT_0478",128.371,75,73.844,151,47,30,233.214,0,24
"BT_0479",7,0,5,14,5,0,29,0,0
"BT_0480",5,16,20.107,18,0,3,21,34,0
"BT_0481",20,40.334,18.381,17,0,0,18,0,0
"BT_0482",238.111,209.666,157.512,56,29,32,118,24,16
"BT_0483",1683,1824,1937,96,93,35,71,69,3
"BT_0484",732,847,750,146,27,25,37,75,111
"BT_0485",972,757,769,337.914,73.687,71,143.641,127.702,145.537
"BT_0486",5130.8,6061.823,7116.141,343,130,249,235,435,479
"BT_0487",1148.2,1085.177,1466,652,497,176,15,279,241
"BT_0488",6115.069,10227.724,10015.42,1856,1063,579,187,673,781
"BT_0489",2868.997,3665.276,3655.58,311,118,169,184,236,150
"BT_0490",464,182,374,12,0,0,159,30,42
"BT_0491",164,164.108,139.782,52,8,10,9,42,51
"BT_0492",269.12,237.95,187.288,13,7,0,0,5,14
"BT_0493",7051.88,4978.149,4007.004,20,41,1,9,99,0
"BT_0494",2987.004,3054.991,2959.726,64,42,63,24,129,65
"BT_0495",3055.374,2887,3264.69,42,85,1,0,92,0
"BT_0496",1152.67,1294,1700.822,69,58,9,9,98,105
"BT_0497",6084.331,4732.173,4885.526,63,47,0,16,41,19
"BT_0498",2711.16,2731.827,3102.319,511,259,220,26,750,409
"BT_0499",3353.008,4149.736,4224.757,30,8,76,11,81,0
"BT_0500",1181.729,1299.192,1279.544,18,0,0,45,2,46
"BT_0501",1659.13,1085.718,1320.892,20,4,0,30,53,11
"BT_0502",3667.141,3547.354,3680.885,962,340,341,156,413,482
"BT_0503",355.483,286,277.273,9,0,0,60,0,0
"BT_0504",7154.654,7227,6766.727,308,114,90,233,374,308
"BT_0505",47,33,48,9,0,0,26,0,0
"BT_0506",2445,2689,2533,925,562,481,339,1056,768
"BT_0507",361,232.399,375.83,75,43,13,67,69,43
"BT_0508",712.026,742.199,665.178,54,23,24,11,73,82
"BT_0509",3119.989,3255.402,2317.992,521,176,87,34,317,167
"BT_0510",310,349,395.938,515,262,271,320.023,159,241
"BT_0511",744,574,755.062,448,201,98,1438.977,361,225
"BT_0512",112,101,161,93,61,27,115,38,45
"BT_0513",27,38.128,69.754,120,31,14,283.067,79.945,27
"BT_0514",396,310.872,491.246,674,291,169,1244.933,318.055,204
"BT_0515",1563,1371,1668,7,0,15,22,0,31
"BT_0516",39276.404,26973.8,26675.557,464,268,111,87,1837.884,805
"BT_0517",827.117,875.2,1027.652,188,32,102,0,33.116,80
"BT_0518",462,481,611.001,63,80,47,13,82,26
"BT_0519",9551.675,12908.389,11349.31,3085.738,756,938,182.545,1995.623,1860
"BT_0520",6933.681,8509.592,6345.69,1246.262,433,274,80.455,1005.377,630
"BT_0521",218.8,236,220.098,205,0,23,77,151,45
"BT_0522",159.2,100,150.902,116.445,38,32,71,75,24
"BT_0523",509.152,438.829,503.551,765.335,225.014,294,411,416.586,158
"BT_0524",501.848,449.806,478.449,1443.22,570.986,308,680,408.414,397
"BT_0525",3123,2408,3097,276,118,71,803,180,114
"BT_0526",171,154,190,142,24,47,49,283,204
"BT_0527",173,192,246,14,7,1,5,29,0
"BT_0528",72,43.557,82.451,5,1,0,5,21,11
"BT_0529",107,94.834,134.267,26,0,18,8,28,17
"BT_0530",150,210.609,269.283,77,34,37,25,97,63
"BT_0531",702,720,624,54,24,64,4,19,0
"BT_0532",292,316,460,15,9,9,27,29,0
"BT_0533",2766,2778,2858,177,0,8,36,91,154
"BT_0534",8,3,11.004,6,0,0,0,0,0
"BT_0535",24782.927,29750.008,27814.772,1612,560,627,358,1174,655
"BT_0536",71.428,75,55.269,34.389,41,0,6,20,14
"BT_0537",418.572,275,498.731,181.611,65,25,176,142,48
"BT_0538",0,0,2,0,0,0,8,0,0
"BT_0539",20505.929,25610,20325,1478,458,493,516,1001,1039
"BT_0540",1901.315,1686.411,1943.323,40,10,13,54,6,32
"BT_0541",2241.685,2138.589,2576.677,95,0,4,87,36,90
"BT_0542",2064,2210.005,2368,254,127,178,99,283,171
"BT_0543",2256,1427,1170.495,88,51,57,68,279,99
"BT_0544",6257.749,4977,3293.505,261,72,44,138,265,168
"BT_0545",240.589,115,127,10,0,0,2,14,0
"BT_0546",1318.438,1222,1096.515,135,42,37,60,65,70
"BT_0547",6064.122,6670.002,5546.485,495,287,204,139,298,232
"BT_0548",1657.102,1861,2030,63,70,35,31,14,43
"BT_0549",6738.239,5124.646,4901,49,8,7,376,20,47
"BT_0550",2547,2413,3042.517,343,203,188,144,79,133
"BT_0551",3099.006,2755,2103.483,194,37,69,51,140,142
"BT_0552",3056.995,3093,2573,71,49,31,77,96,54
"BT_0553",22894.258,18716,16751.969,332,180,179,165,539,338
"BT_0554",25893.778,24960.442,21324.857,4040.886,1307,1221,2113,4832.882,3596.58
"BT_0555",29471.696,32834.959,29121.346,1774.114,272,422,277,745.118,693.42
"BT_0556",2918.197,3454.065,3697.788,78.148,13,27,22,113.062,55
"BT_0557",41887.261,39371.562,33853.867,4032.852,1504,1521,1605,2750.938,1341
"BT_0558",2575.076,4085.034,3538.003,1577,317,401,183,701,881
"BT_0559",97,71,103,29,0,0,19,15,11
"BT_0560",1306,1555,1584,1038,357,293,108,848,759
"BT_0561",464,486,709,320,93,234,73,226,190
"BT_0562",3326.623,3744.555,2682.614,692,360,327,248,291,312
"BT_0563",1145.309,1312.358,1100.559,116,30,34,52,53,134
"BT_0564",212.068,199.087,201.827,36,8,27,15,55,56
"BT_0565",9106.994,7696,8112,43273,11425,14784,88652,15207,15509
"BT_0566",9,14,9,28,0,24,121,22,30
"BT_0567",61,29,44,61,60,12,151.902,17,8
"BT_0568",33,34,30,22,11,0,585.098,62,4
"BT_0569",249,172,222,117,10,17,88,117,84
"BT_0570",7820.237,7516,7793.929,1137,188,353,1291,1307,845
"BT_0571",3480.97,3654,4007.058,424,121,110,245,419,281
"BT_0572",20021.967,19313.739,14573.753,1965,537,548,1660,1957,1272
"BT_0573",4323.455,4404.162,5547.727,1476,129,178,816.408,514.329,295
"BT_0574",10198.517,10139.703,9098.273,397,117,144,1567.592,446.671,197
"BT_0575",1526.035,1931,1843.032,162,31,0,109,47,33
"BT_0576",898.86,844.076,1007.935,48,57,28,46,59,76
"BT_0577",2690.141,2338.902,3416.065,166,14,43,95,110,26
"BT_0578",16000.588,17734.487,16653.488,2336,553,615,1380,1337,1334
"BT_0579",773.757,518.188,672.659,103,48,19,126.887,163,9
"BT_0580",1226.185,1642.417,1751.853,279,105,55,223.113,86,143
"BT_0581",575,339,613,353,89,52,649,168,157
"BT_0582",63,38,42,55,55,8,7,0,13
"BT_0583",1258,1456,1289,1324,549,521,246,381,511
"BT_0584",4790,5033.546,4279,4367,742,1122,3056,1194,1452
"BT_0585",6108,4892,4070.914,691,144,234,4532,954,737
"BT_0586",460,573,565.086,493,180,198,594,230,275
"BT_0587",4460,4955,4727,1697,359,532,494,1263,892
"BT_0588",3172.56,3109,2809.318,63,8,17,83,30,31
"BT_0589",13209.609,14575.249,14893.726,612,103,220,868,486,375
"BT_0590",20975.476,21941.764,23724.414,964,367,287,497,925,571
"BT_0591",12281,10263.089,10549.98,781,221,415,444,1091,696
"BT_0592",5,6,16,3,0,0,0,0,0
"BT_0593",34,10,18,1,0,12,17,0,0
"BT_0594",5,0,3,0,0,0,11,0,0
"BT_0595",147,152,146,49,15,0,19,18,0
"BT_0596",2558.143,3877.9,3781.617,756,362,201.667,46.272,153,162
"BT_0597",649.908,670.197,718.889,126.132,27,25.333,40.728,70.922,34
"BT_0598",979.676,1370.906,1575.593,205.812,114,119,74.007,173.981,135
"BT_0599",2310.781,2293.121,2428.487,393.006,185,55,108.722,711,265
"BT_0600",414.294,380.521,463.781,37,9,36,42.278,70,33.42
"BT_0601",1456.955,1289,1465.678,55,29,11,69,148,82
"BT_0602",2267.045,1863,1854.336,57,18,26,30,139,49
"BT_0603",218.253,190.492,281.944,21,0,0,42,31,3
"BT_0604",347.478,342.508,408.825,95,28,72,54,73.686,68
"BT_0605",263.268,250.989,313.231,94,18,43,189,87.314,32
"BT_0606",132,182.011,175.403,57,10,28,249,20,11
"BT_0607",59,38,65.473,18,12,0,27,1,0
"BT_0608",195,150,152.124,81,23,1,172,58,7
"BT_0609",148.237,120.079,116.288,45,12,0,111.046,43,3
"BT_0610",510.764,481.921,537.712,85,7,27,72.954,34,6
"BT_0611",239.632,348.725,367.004,40,8,10,8,16,24
"BT_0612",500.368,613.275,667.996,89,27,14,30,51,14
"BT_0613",280.546,350.814,412.457,102,37,43,79.902,96,78
"BT_0614",1414.454,1683.186,1735.543,217,48,139,66.098,245,126
"BT_0615",132,123,150,143,128,48,44,49,96
"BT_0616",675.071,565.115,749.94,32,0,19,25,28,17
"BT_0617",6678.887,8760.998,8235.727,323,141,91,83,86,127
"BT_0618",9414.877,10187.006,9682.331,521.133,242,267,322,685,334
"BT_0619",4637.709,4938.315,4563.832,1795.867,1042,720,342,3434,1513
"BT_0620",1045.292,1348.364,1336.644,37.066,20.546,38,36,51,42.245
"BT_0621",11562.16,10618.635,10447.755,565.934,102.454,171,90,186,70.755
"BT_0622",1048.948,993.639,1333.994,86,12,60,44,64,10
"BT_0623",11981.346,10527,10733.012,4748,1921,1743,4353,4284,2525
"BT_0624",448,349,465,138,43,0,66,115,74
"BT_0625",10404,11529.999,9455,2144,689,697,399,1500,1575
"BT_0626",15871.891,16272.006,18728.257,1442,604,424,554,1253,840
"BT_0627",1827.371,2052.949,2518.001,603,227,114,203,458,467
"BT_0628",14384.274,17220.305,15135,613,114,193,135,221,284
"BT_0629",23368.073,25241.566,23903.141,2146,760,649,439,1627,966
"BT_0630",1364.964,1651.042,1593.152,93.269,81,29,26,48,72
"BT_0631",909.894,1183.567,990.703,159.731,44,16,40,106,61
"BT_0631a",814,641,698,29,16,0,29,0,0
"BT_0632",13074.564,12643.74,11589,1684,591,620,793,1794,1121
"BT_0633",4675.021,4058.648,4402.82,53,16,52,53,45,24
"BT_0634",1341.346,1446.819,1368.21,180,108,59,37,65,51
"BT_0635",250.709,225.799,177.767,356.793,77,127,60,333,228
"BT_0636",557.291,385.201,345.233,379.207,129,108,561,303,107
"BT_0637",592.2,608.083,734.397,175,98,65,182,228,141
"BT_0638",1423.919,1542.917,1549.441,232,82,74,73,117,89
"BT_0639",10,18,7,27,27,0,121,15,0
"BT_0640",923,1010,1147,587,167,124,48,105,63
"BT_0641",322,341,312,726,272,279,483,297,382
"BT_0642",1170.067,1134.175,1510.558,159,29,42,96,232.968,184
"BT_0643",4474.933,4969.066,6422.214,451,187,207,69,264.032,189
"BT_0644",17326.003,20573.607,20340.013,8749,3187,3465,2233,5249,4902
"BT_0645",2175,2212,2235,395,165,152,502,371,254
"BT_0646",336,376,381,922,260,280,778,434,340
"BT_0647",1088,1254.987,1140.956,885,214,255,315,161,229
"BT_0648",24,23.013,50,19,0,0,0,0,0
"BT_0649",425,421,360,12,24,0,27,0,0
"BT_0650",799,817,839,83,15,11,77,56,53
"BT_0651",357.313,317,348,10,0,19,28,30,16
"BT_0652",757.687,684,617.369,138.63,54,34,88,57,16
"BT_0653",24561.332,21101.645,18397.631,582.37,151,46,568,845,537
"BT_0654",1851.144,1574.229,1822,251,133,47,357,192,153
"BT_0655",44919.307,42185,47326.784,1146,616,611,273,813,417
"BT_0656",10017.221,7246,10450.926,487,152,63,254,253,398
"BT_0657",39189.539,44306.557,32635.157,10907,3180,2427,2226,7897,5461
"BT_0658",21107.083,26443,20096,5906,1958,1972,480,7724,5709
"BT_0659",1338,698,1032.006,870,436,214,364,798,417
"BT_0660",172,95,175,86,23,16,91,40,33
"BT_0661",314,419,256,700,63,93,874,73,175
"BT_0662",54,39,61,459,106,50,1730,201,119
"BT_0663",0,1,0,3.147,0,0,0,0,0
"BT_0664",6.283,15,6,264.287,29,78,704.388,105,40
"BT_0665",5.717,5,6,88.567,20,31,189.612,103,55
"BT_0666",6,1,2.001,29,0,0,6.934,0,0
"BT_0667",7,2,11.999,6,4,0,4.066,0,0
"BT_0668",37,39,33,32,0,0,14,11,9
"BT_0669",205.723,239.811,222.248,409.815,152.725,93,46,348.949,283.948
"BT_0670",364.277,360.189,336.752,249.185,177.275,79,195,186.051,87.052
"BT_0671",19,36,22.948,23,0,0,9,0,0
"BT_0672",167,145,120.052,104,0,0,104,69,61
"BT_0673",780,764,842.002,213,96,140,36,130,62
"BT_0674",2725,3736,3163,858,280,172,105,132,249
"BT_0675",2205.987,2426.816,2099,251,54,20,152,226,139
"BT_0676",1881,1943.262,1685.165,732,262,304,453,424,253
"BT_0677",202,97,160,34,0,0,203,5,9
"BT_0678",8026.694,9295.158,9557.108,1749.86,251,293,1192.78,365,436
"BT_0679",14839.748,13952.053,13881.569,3433.038,699,794.129,3823.564,1746.952,2137.207
"BT_0680",244450.907,208004.196,170840.007,26144.102,7698,8112.871,22950.656,12673.048,15499.793
"BT_0681",188.001,135,149.08,29,15,0,24,57.742,16
"BT_0682",382.679,373,552.92,357,115,58,12,21.258,74
"BT_0683",953,752,663,2928,1360,814,399,2323,1622
"BT_0684",731,667,773,113,32,92,101,41,84
"BT_0685",12506,15342,15788.437,339,172,143,111,468,201
"BT_0686",2347,2729,2133,738,308,156,199,412,431
"BT_0687",2816,2983,3402,103,90,50,113,151,147
"BT_0688",240.606,217,245,8.012,0,0,15,0,9
"BT_0689",2920.563,2873.142,2470.348,415.988,225,121,187,398,165
"BT_0690",3350.982,2437.025,2775.653,504,241,211,337,1052,392
"BT_0691",61,77,78,0,0,0,11,16,10
"BT_0692",213,204,216,9,0,21,0,38,17
"BT_0693",1472,1466,1555,1126,355,272,584,715,483
"BT_0694",2023,1483.646,1610,152,68,94,152,80,47
"BT_0695",6359,6270.371,5407.017,570,176,42,337,337,137
"BT_0696",7019,9246,6984,676,356,403,136,624,351
"BT_0697",1157.001,1044,1040,763,132,180,298,266,348
"BT_0698",5615.418,5908.134,5026.392,160,101,84,78,86.206,80
"BT_0699",49064.698,51442.635,45115.139,7779,2809,2243,3056,4608.794,2754
"BT_0700",38885.213,34030,33128.742,5005,1883,1464,2592,2335,2118
"BT_0701",7130,6964.393,7378,3305,1404,944,666,1255,1018
"BT_0702",749.889,699.015,654.978,51.036,30,10,16,68.967,24
"BT_0703",2568.089,2165.985,1906.022,250.964,69,13,75,328.033,106
"BT_0704",2153.023,1870,1796,1355,216,185,302,276,208
"BT_0705",1616,1280,1138.001,154,23,47,201,109,107
"BT_0706",5,5,3,13,0,0,0,0,0
"BT_0707",4,0,0,4,0,0,0,0,0
"BT_0708",41,22,36,68,49,2,52,95,25
"BT_0709",176,118,100,14,28,16,6,55,0
"BT_0710",15,8,11,0,0,0,8,0,0
"BT_0711",154826.164,155056.116,143121.818,14977.235,5180,4190,7964.005,8237.909,6400.83
"BT_0712",569.798,672.322,592.228,247.566,46,69,260.995,294.091,199.17
"BT_0713",20490.427,15872.4,12375.252,3071.065,1425,1375,861.684,6894,2991.62
"BT_0714",72347.185,74174.134,61480.679,11784.134,4753,3497,2840.919,5701,4625.38
"BT_0715",6599.966,9107.453,6969.511,2333.381,576.1,923.996,361.285,2068.259,1960.196
"BT_0716",12952.759,15000.083,12290.025,2846.616,930.329,830.004,583.105,3536.625,2910.275
"BT_0717",42872.924,40571.029,30681.933,2899.727,723.571,686,1155.951,2852.553,2338.731
"BT_0718",78105.02,71613.992,66541.457,3220.277,1049,1078,1424.055,4945.463,2972.799
"BT_0719",7190.969,7530.738,6993.387,567,200,185,230,371.1,542
"BT_0720",749.017,604.749,663,541,91,146,1182,463.924,331
"BT_0721",11757.185,9345.412,9466,2460,783,479,991,1435,1161
"BT_0722",201,189,188,99,20,21,94,26,13
"BT_0723",12,10,10,5,0,0,0,0,0
"BT_0724",63,9,37,25,5,48,39,16,11
"BT_0725",137,116,140,186,35,50,21,73,27
"BT_0726",3,7,19,0,0,0,0,0,0
"BT_0727",918,555,1008,27,0,46,91,29,14
"BT_0728",236.111,167,242.349,53,13,19,34,7,2
"BT_0729",508.889,555,790.651,333,174,67,31,75,65
"BT_0730",3254,3393,3060,3992,676,672,335,679,866
"BT_0731",1645,1429.004,1577,288,170,117,108,100,76
"BT_0732",1018.843,1018.979,866,192,76,46,100.103,33,26
"BT_0733",1361.157,1185.93,1361,1262,691,530,559.897,139,64
"BT_0734",2848,2549,1975,2324,650,806,1646,2405,1752
"BT_0735",15153.05,15496,15014.072,3607,1099,941,2568,1687,1186
"BT_0736",38375.784,42866.625,35698.842,2885,1084,728,1714,2394,1367
"BT_0737",5409,4711,5063,412,221,130,158,378,270
"BT_0738",29548.751,32263.092,33471.026,1354,626,897,959,1122,1285
"BT_0739",852.628,531.676,639.245,63.488,23,0,110.41,52,30
"BT_0740",2252.27,2037.153,2123.552,105.512,12,0,31.59,109.838,36
"BT_0741",230.426,228.926,243.741,29.261,4,0,84,1.162,29
"BT_0742",1976.675,1601.245,2743.462,758.739,211,274,56,147,87
"BT_0743",18710.216,20431.728,20346.069,815.429,181,302,162.088,576,390.369
"BT_0744",25260.185,24186.935,20752.301,1358.29,488,347,1508.912,1482,810.631
"BT_0745",3418.53,3676.639,3352.897,611.28,89,160,89,86,144
"BT_0746",4077.427,4326.783,4900.067,200,71,21,55,197,169
"BT_0747",3199,3450.402,3385.301,2296,657,424,2251,158,600
"BT_0748",672,622,761,122,50,46,88,63,61
"BT_0749",24787.1,26225,23986.341,4715,1389,1251,1259,1574,1303
"BT_0750",3183.195,3258.564,2747.656,199.939,113,137,111,328,214
"BT_0751",7681.911,8145.557,7204.145,578.061,193,272,171,432,413
"BT_0752",95,72.001,72,12,0,22,23,9,0
"BT_0753",562,442.999,461,391,196,206,108,278,27
"BT_0754",642,574,596,2016.993,687,817,270,1549,1465
"BT_0755",194,219,146,249.007,83,44,46,230,165
"BT_0756",814,791.02,717.422,726.992,239,274,171,321,255
"BT_0757",1523,1484.98,1295.578,1726.008,498,496,569,1458,1006
"BT_0758",267,314,194,68,17,0,37,43,36
"BT_0759",1,5,0,0,0,0,0,0,0
"BT_0760",8,7,16,16,0,0,37,0,42
"BT_0761",961,927,936,262,54,71,215,126,31
"BT_0762",56,19,17,1,0,2,71,0,0
"BT_0763",168,158,165,43,4,2,47,25,0
"BT_0764",69,62,97,72,9,17,75,11,0
"BT_0765",519,575,445,219,20,45,119,111,86
"BT_0766",549,415,585.022,425,274,161,857,338,217
"BT_0767",1102.316,1289.805,1220.63,692.364,187,123,468,232,174
"BT_0768",320.684,306.195,299.37,161.636,31,42,349,74,136
"BT_0769",1690.319,1532.179,1833.543,207.566,30,44,71,142.151,82
"BT_0770",1617.979,1349.979,1639.244,88.488,33,34,33,78.849,21
"BT_0771",7043.702,7362.841,7829.213,780.945,167,304,411,1011,564
"BT_0772",931,936,1110.996,20,11,15,54,0,8
"BT_0773",2632.03,2177.196,2516.105,89,37,23,76,155,188
"BT_0774",2445,2817.804,2534.904,465,219,144,107,303,284
"BT_0775",577.34,530.861,598.329,20.998,13,46,39,40,0
"BT_0776",2298.088,2393.069,2140.743,829.002,148.172,313,111,860,784
"BT_0777",525.572,541.071,520.928,197,57.828,36,96,80,133
"BT_0778",4313,4638,5908,126,29,42,130,41,40
"BT_0779",828,431,394,37505,12095,12921,208159,56927,45826.58
"BT_0780",111.233,105.523,161.321,397.933,158,108,154.943,242.994,243
"BT_0781",1137.767,1269.477,1098.679,1438.067,689,394,282.057,569.006,227
"BT_0782",2,0,0,56,39,0,93,1,31
"BT_0783",2,0,1,18,0,12,15,0,15
"BT_0784",117514.276,100774.907,96267.573,2096,1573,849,18862,3048,1128
"BT_0785",2483,2766,3066.382,560,264,192,171,517,284
"BT_0785a",606,263,358,6,0,0,1,0,0
"BT_0786",1734,1617,1618,113,31,55,125,47,75
"BT_0787",2746.019,2667.186,2616.981,808.625,262,229,446,678,552
"BT_0788",10518.005,9611.64,10001.019,3766.375,1082,779,351,3913,2304
"BT_0789",6507.93,8491,8437.203,641,156,371,87,388,487
"BT_0790",315.07,445,341.797,31,4,0,0,0,1
"BT_0791",67.002,94,83,643,200,168,69,78,98
"BT_0792",433.998,456,494,755,280,334,169,205,267
"BT_0793",342.119,345,372,331,176,147,141,165,135
"BT_0794",431.881,572,483,231,92,65,17,44,119
"BT_0795",905,740,770,590,177,165,262,509,297
"BT_0796",9,8,8,20,0,0,2,0,0
"BT_0797",106,85.989,81,244,88,91,232,127,90
"BT_0798",3,5,8.827,10,0,0,0,0,0
"BT_0799",4,5.011,3.173,0,13,0,0,8,0
"BT_0800",6,9,4,0,0,0,0,0,0
"BT_0801",5,0,4,0,0,0,6,0,0
"BT_0802",37.238,56,29,32,20,0,18,1,0
"BT_0803",101.762,49,50,0,0,0,15,15,0
"BT_0804",573,694,671,126,136,42,89,204,32
"BT_0805",31234.509,28793.976,29948.601,1284,638,291,2257,1597,1108
"BT_0806",18458.999,19623.172,22688.053,1015,610,466,662,1286,689
"BT_0807",1072.703,936.972,1026.79,94.938,78,38,242,141,146
"BT_0808",819.735,849.48,1100.96,169.642,43.148,34,60,85.488,84
"BT_0809",5957.05,6508.592,6350.428,1121.043,275.852,249,312.54,843.07,926.759
"BT_0810",376.512,355.955,392.488,57.377,0,21,91.46,95.441,47.241
"BT_0811",433.004,326,436.006,40,60,56,53,62,26
"BT_0812",67.591,87.573,107.728,923.134,274.948,191,281.359,154,25
"BT_0813",263.841,275.427,273.272,475.866,119.052,58,555.641,187,147
"BT_0814",3609.6,4520.045,4166.117,519,107,118,283,103,186
"BT_0815",1888.891,1561.641,1942.307,120,108,65,164,196,61
"BT_0816",935.109,1423.358,1717.693,78,0,19,4,63,13
"BT_0817",1963,1314,1540,157,77,26,263,55,26
"BT_0818",374,328,566,162,61,61,187,111,12
"BT_0819",883,891,668,453,121,86,782,71,228
"BT_0820",785,1005,882,483,201,100,214,271,313
"BT_0821",529.208,671,707,36,14,16,45,81,49
"BT_0822",870.792,799,690,150,31,16,67,62,45
"BT_0823",338,355,322,476,112,186,464,565,414
"BT_0824",385.602,331,367.061,223,55,88,46,70,112
"BT_0825",622.398,674,585.939,606,204,203,444,419,524
"BT_0826",7468.72,7118.396,8486.335,824.1,156,108,198.056,423,370
"BT_0827",5005.425,4441.699,5390.664,565.9,178,125,136.944,210,62
"BT_0828",816.836,914.787,1121.061,116.99,109,43,48,42,57
"BT_0829",1618.669,2009.096,1928.939,343.01,55,119,74,202,218
"BT_0830",1447.496,1075,1121,950,169,106,529,634,387
"BT_0831",1124.429,934.255,1219.506,71,14,26,45,142,3
"BT_0832",2745.572,2868.745,3219.494,93,29,33,97,57,45
"BT_0833",2359.001,2962,2924,173,48,61,146,191,83
"BT_0834",990.928,902.182,1033.922,138,5,56,317,10,28.212
"BT_0835",2388.573,2411.08,2756.695,283.919,160,161,959.479,351.814,188.788
"BT_0836",1811.988,1551.926,2236.429,136.081,57,47,516.52,121.186,83
"BT_0837",11942.524,11032.817,12591.955,1646,479,503,2371.001,1321,936
"BT_0838",1328.684,1737,1243,1665,361,252,371,679,799
"BT_0839",0,0,0,0,0,0,5,0,0
"BT_0840",77,102,61,508,44,113,599,126,165
"BT_0841",35,21,21,164,9,44,795,103,86
"BT_0842",8,0,2.109,3.997,0,0,13,0,0
"BT_0843",47.897,19,60.439,104.002,21,12,137,43,13
"BT_0844",76.103,62,75.452,102.001,24.87,30,262.114,36.159,41
"BT_0845",40,22.135,28.527,67,2.13,15,562.886,86.841,69
"BT_0846",43,29.865,48.473,44,25,7,270,60,51
"BT_0847",7,5,0,9,0,0,2,0,16
"BT_0848",170,132,145.233,145,6,29,159,2,49
"BT_0849",0,0,0,0,0,0,0,0,0
"BT_0850",0,0,1,4,0,0,10,0,14
"BT_0851",1,7,11,0,0,0,6,0,0
"BT_0852",4,6,0,0,0,0,8,0,0
"BT_0853",611,757,765,482,98,60,33,98,47
"BT_0854",15582,10170,10377.996,437,230,192,705,477,228
"BT_0855",70.356,43,64,5,0,0,3,9,0
"BT_0856",104.644,123,105,54,26,0,30,6,57
"BT_0857",30,11,28,56,0,0,46,36,23
"BT_0858",16,11,7,10,0,0,13,0,0
"BT_0859",171,138,133,101,15,15,198,93,70
"BT_0860",36,22,48,21,13,0,18,0,0
"BT_0861",41,59,58,26,9,12,19,36,0
"BT_0862",38,20,30,21,8,17,27,50,0
"BT_0863",309,313,227,5,0,21,45,0,0
"BT_0864",174,131,89,22,14,0,17,12,0
"BT_0865",271,222,251,13,44,32,120,54,95
"BT_0866",38,25,27,10,0,0,37,20,0
"BT_0867",393,307,391,35,0,0,12,42,0
"BT_0868",385,438,230,66,15,13,27,0,37
"BT_0869",402,506,401,244,146,114,149,41,84
"BT_0870",79522.543,94801.058,91052.098,2455,249,542,387,1197,1179
"BT_0871",2929.664,2788.317,2777.352,243,157,58,146,73,55
"BT_0872",61140.267,55602.275,52947.633,5944,1071,1532,2583,4191,3306
"BT_0873",2432.234,2815.148,3096.057,125,35,14,100.19,75,54
"BT_0874",3757.969,3711.674,3890.944,13,0,0,85.81,71,37
"BT_0875",13282.175,9366.869,9497.589,339.999,112,115,440,247,155.338
"BT_0876",1400.566,1546.794,1858.318,267.65,88,151,62,125,129.662
"BT_0877",2106.349,2634.337,2496.091,1726.351,303,422,182,932,859
"BT_0878",288,335,291,106,5,4,28,140,0
"BT_0879",133.883,150.13,148.141,49.941,0,4,0,20,30
"BT_0880",121.117,79.87,119.859,8.059,0,0,15,8,0
"BT_0881",377,227,305,79,91,33,195,47,61
"BT_0882",2652.535,2453.747,2569.805,263,42,56,555,154,66
"BT_0883",1093.956,797.253,1007.195,106,46,57,477,191,52
"BT_0884",8457.548,9347,9403,183,68,105,142,170,100
"BT_0885",4600.618,5071.584,5703.945,196,89,122,120.718,65,70
"BT_0886",50715.467,53346.514,51949.103,3228,1381,839,1561.282,1197,1470
