,GC124661,GC124662,GC124663,GC124664,GC124665,GC124666,GC124667,GC124668,GC124669,GC124688,GC124689,GC124690,GC124691,GC124692,GC124693,GC124694,GC124695,GC124696,GC124697,GC124698,GC124699,GC124700,GC124701,GC124702,GC124703,GC124704,GC124705,GC124706,GC124707,GC124708,GC124709,GC124710,GC124711,GC124724,GC124725,GC124726,GC124727,GC124728,GC124729,GC124730,GC124731,GC124732,GC124733,GC124734,GC124735,GC124736,GC124737,GC124738
BT_2535,136,218.148,205,39,65,56,13,14,11,38,8,27,18,9,0,45,76,44,82,124,123.756,42,40,34,0,6,0,7,0,4,0,14,0,186,165.932,182,103,147,107,45,75.358,27,0,0,0,3,5,13
BT_2536,53,75.852,37,6,8,6,0,8,0,6,4,4,10,4,10,2,0,1,7,62,44.244,5,8,2,5,8,7,0,7,0,0,0,0,92,82.068,77,31,31,17,64,73.642,45,0,0,0,9,11,3
BT_2537,729,748,782,533,438,605,43,37,0,573,633,474.063,118,26,116,33,43,52,394,509,926.207,992,660,768,256,323,311,68,35,9,14,38,15,808,920,1025,766,640,495,404,743,539,17,34,34,34,12,18
BT_2538,625.102,635.139,582,136,112,137,147,65,42,276,202,250,180,60,60,246,92,118,138,282,687,550,328,408,366,344,334,105,89,134,28,143,98,258,648,636,477,367,374,296,246,207,89,62,93,252,126,141
BT_2539,85639.906,139627.159,74076.126,22898,15115,21394,1126,1496,707,55672.558,34448,35256.732,893,719,767,2247,1784,508,53644.24,24571,75917.915,44136,49131,62051.256,3851,9034,6353,591,593,1237,112,1177,242,42166,111584.563,87639,308629.709,312480.996,267703.765,468,405,303,152,261,213,1316,1105,842
BT_2540,2529,3008,3221.993,1506,1412,943,57,68,105,969,872,990,198,33,42,158,118,104,911,1638,3233.417,1918,1585,1718,281,380,648,46,47,50,40,220,59,3080,3633.683,3439,3837,3463,2546,883,1117,525,95,42,92,131,61,113
BT_2541,33802.525,40652.861,33318.02,19237.356,16200.993,21873.105,544,787,444,24438.799,23324.649,22359.084,780.382,417.732,207,513.358,785.616,516.931,39661.6,35400.591,37356.465,23542.101,20017.547,24115.485,569.162,1260.319,1054.914,382.598,560.137,612,98,333,302,31977.627,41111.568,41565.834,23242.293,25340.616,19733.731,1796.19,1586.881,1237.012,233,135.928,167.267,243.993,163,200.269
BT_2542,4093.575,4450.338,3635.237,2400.006,1641.998,2032.558,58.174,136,110,3465.86,3338.052,2915.255,358.618,104.268,62,183.642,340.384,306.069,5240.514,3651.246,4194.476,3361.081,3396.298,3779.961,261.838,286.681,175.086,200.402,145.863,127,0,49,26,3810.373,3961.556,3954.16,3971.04,4506.883,3466.411,240.261,219.119,226.988,81,58.072,175.733,55.007,21,56.731
BT_2543,7693.949,8201.054,7079.668,5207.638,3029.142,4693.337,74.826,102,12,4198.371,3253.543,3616.053,96,51,51,52,173,18,13393.328,7723.549,7145.939,3680.818,4751.646,5172.558,42,53,28,126,90,77,10,39,44,6597,6920.631,6907.298,8113.898,8821.501,6311.423,132.549,23,59,0,24,2,41,18,10
BT_2544,1793.082,2254.738,1968.601,2251.696,2110.308,2082.758,35,46,32,1187.441,1295.852,1544.717,38,7,37,25,90,33,1220,1021.202,1382.068,3184.092,2085.173,2498.822,62,145,102,12,38,71,108,130,80,930,1169.964,1165.813,5992.729,5190.324,4159.256,125,183.13,116,15,15,28,71,38,15
BT_2545,964.986,1159.262,904.399,5442.304,3702.692,6724,509,696,414,6807.73,6959.046,7035.13,840,325,385,284,885,229,1000,828.798,888.074,9801.865,8500.827,9693.508,1295,2111,1787,540,471,638,199,864,449,916,968.004,946.352,8557.37,10198.676,8002.744,784,372.87,769,64,63,35,281,102,153
BT_2546,29,48,39,23,28,33,15,15,0,51.19,56.102,47.153,0,0,0,9,0,20,10,13,38.86,54.042,35,45.004,6,6,5,0,15,0,19,25,5,19,65,47.835,335.901,282,171,0,5,0,0,14,13,50,15,20
BT_2547,1439.961,1560.424,1278.227,1092,940.004,1193,161,298,249,938.679,1004.466,774.593,62,129,33,87,40,56,903.282,912,1611.936,1262.067,1010.772,1224.508,190,122,210,116,207,226,39,384,163,1076.868,1636.476,1598.126,1323.318,1274.884,858.323,129.002,105.24,109.896,24.226,60,28,154,75,128
BT_2548,7421.039,7650.697,7310.163,4639,3873.996,3610,503,684,412,6986.279,7617.863,6377.407,1340,367,308,341,781,654,7184.718,5239,11161.627,10241.933,9173.001,9471.492,2204,2481,4399,441,392,728,119,572,230,6069.132,12241.409,12298.874,7072.682,6745.116,4903.677,3493.998,3475.76,3602.104,594.774,337,218,445.932,240,320
BT_2549,1649.62,1740.497,1602.032,1276.134,1113.613,1244.087,87,116,86,1098.029,1287,988,365,73,90,37,120,94,1766.177,1851.001,2231.525,2018.274,1724.199,1637.091,216,162,394,92,34,75,0,74,40,1810.103,2567.49,2874.144,927.086,1018,717,696.638,891,567,81,54,78,43.068,36,26
BT_2550,17750.036,18900.496,17022.109,27495.866,17150.387,21848.913,3660,4942,3132,30393.145,24392,22297,3070,1999,1378,2404,1445,850,51131.823,20767.999,20913.912,39610.726,50794.011,53053.569,5572,13399,8746,2688,3745,4590,185,1342,703,19726.897,20776.954,20657.518,28504.916,32973,22965,7964.362,3621,4102,384,522,333,1017,557,645
BT_2551,4439.622,5447.378,5905.293,835.328,625,867,430,332.997,296,774.607,726,908.287,842,366,439,197,550,616.262,1390,3177.314,5684.796,2399,1630.911,2437,1389,4119.668,3979,220,293,342,60,260.664,110,4666.021,6354.533,6632.872,3324,2882.193,2323,3925.779,3338.711,3486,146,87,153,308,181,182
BT_2552,1357.378,1408.618,1264.072,998.672,567,973,276,340.003,272,883.393,679,727.713,558,304,294,401,1048,547.738,1143,1472.686,2130.249,2330,2359.089,2338,454,769.332,625,271,191,223,29,284.336,93,1760.979,2486.467,2618.128,2430,2519.807,1866,1051.221,997.289,945,79,67,55,251,192,159
BT_2553,4829.431,5469.361,4314.393,3923,3531,3972,490,579,446,3199.143,3362.435,3370.187,1394.758,481,403,424.933,378,591,3037,3367,4526.641,4156.109,4433.002,4144,761,859,1285.219,291,403,430,93,741,325,3776,4791.006,4602,6061.403,6766,5503.335,3033.995,5797.541,3889,488,180,545,532,247,274
BT_2554,1210.569,1594,1403.29,305,271,255,27,37,30,714.889,779.677,805.99,295.242,175,80,97.067,174,93,71,243,1031.654,899.891,419,445,637,442,831.781,0,30,27,0,32,11,374,910.994,814.122,2190.597,1724,1512.665,716.005,800.459,806,47,43,60,84,81,104
BT_2555,229,325.392,236,113,60,23,0,12,17,44,13,32,92,22,13,157,20,15,89,31,95,41,69,49,42,38,60,16,11,8,0,1,25,111,71,60,241,146,153,150,139,81,44,6,75,28,33,18
BT_2558,4539.501,6523.99,4865.526,2038.92,2213.54,1435.733,503.465,190.861,111.371,1927.698,1496.604,2415.096,1684.13,527.085,0,482.869,848.554,337.363,949.644,2642.912,4191.637,2769.897,2239.466,2610.105,1312.239,2034,2597,346.743,699.001,808.747,0,1635,350.257,3605.907,4082.267,3809.815,5353.401,4558.544,4972.846,2374,1963.31,1493.784,574,433,466,1221,717,736.912
BT_2559,193.523,210.481,160,298,184,204,59,64,28,576.701,469,397.861,127,31,27,46,136.162,129,406,226,277,545,496,634.045,135,120,171,73,42,46,0,75,7,298,292,247.506,701.873,965,510,262.015,222,177,93,83,55,73,21,47
BT_2560,477.477,629.519,458,144,90,141,35,64,49,143.299,161,145.139,279,61,63,79,212.838,66,245,414,583,118,138,154.955,88,93,123,27,0,61,0,92,16,371,545,566.494,279.127,284,249,143.985,300,141,49,63,25,90,46,40
BT_2561,1515.181,1683.163,1401.353,1020,685,850,287,460,194,1969,1942,1543.035,1653,955,498,403,2181,816,2326,1653.001,2110.401,1913,1847,1734,912,1138,1456,364,275,349,49,237,91,1738.977,2040,2085.141,2581,2948,2228,587,696,583,99,61,121,124,66,98
BT_2562,3123,3389.541,3609.491,1205,736,1073,50,112,60,844,850,852,422,175,45,61,104,92,1237,2164.999,3122.599,2412,1660,1902,508,529,852,49,43,74,0,60,41,1989.023,2716,3140.888,1141,1304,847,648,692,672,88,126,77,54,27,21
BT_2563,99413.088,120005.012,86431.827,55949.88,49661.736,57164.985,5301,5582,4416,56466.546,54354.311,54551.066,4719,2919,2040,2225,3834,1937,69129.052,114723.002,139812.306,81184.829,63282,73003.496,8502,11397,9113,3942,4468,4976,883,3262,1355,123664.015,154119.52,153104.593,70924.274,74854,59284.345,7555,5661,4897,2339,1586,1643,1635,926,1160
BT_2564,7861.295,8542.316,7973.546,2748,2456,2597,378,708,591,2671,2570,3003,391,65,91,93,159,177,3983,5282,7827,3907,2856,3399,810,1407,1569,307,399,659,257,977,497,6475,8657.818,8795.522,5053.318,4693,3709,1970,1868,1753,108,192,132,373,183,285
BT_2565,8263.895,9302.889,7955.417,5116,3826,4107,6048,7654,6735,5717.136,5073.8,5183.634,6809.982,2040,2009,8507,10078,6096.748,6254.057,5505,11411.616,9836.01,7567.694,9220.819,3688.069,5861,4687,5687,6347,10451,2148,11189.196,5638,6270.526,9115.278,9226.28,6423.601,6277.525,4855.713,3773,2995.909,3344.986,2180,1287,2089,4459,3024,3857.867
BT_2566,2042.217,2484.756,1710.149,2198,1205,1051,233,252,332,1423.562,848.2,1109.366,115.018,43,32,611,212,91.252,1577,823,1805.957,2090,2784.306,3324.226,55.931,180,65,328,310,333,296,1260.804,457,917.805,1452.722,1240.35,9354.399,6250.475,3463.287,57,1.091,24.014,40,32,32,747,507,586.133
BT_2567,684,957,639.694,3379.19,2552.038,4892,51,42,104,4117.818,3821.249,3771.834,112,16,54,102,42,1,1787,956.993,756.919,4110.998,4239,4431.48,65,110,97,47,82,100,58,43,25,1221.279,1634,1557.008,6695.901,9824,7423,132,82,67,73,7,15,35,31,19
BT_2568,1705,2786,1805.306,3463.81,2736.962,4330,14,48,87,5257.182,5112.751,5414.166,56,30,33,20,51,16,2531,2289.007,2308.081,3743.002,3474,3966.518,37,113,44,31,15,42,0,16,0,2525.721,3526,3419.992,8943.103,11169,8393,212,46,142,15,6,0,21,4,20
BT_2569,10773.997,16178.4,7340.097,7365,5686,5620,1184,955,1565,3943.984,3391,5497,7030,2378,1395,2758,944,1198,997,3420,4514.014,6341,2922,4443,1644,2002,2097,555,662,1070,1043,7188,3665,5594.095,6166.546,5364.984,37036.703,30883.532,26172,43630.931,49720,38072,1906,1343,2421,8009,3823,4121
BT_2570,3855.778,5461.012,3310.414,80965.276,91301.324,99702.53,1947,1972.444,2058,69818.275,83639.055,92012.719,1317.985,764,816,1101,1758,915,1957.076,4238.456,3147.955,49709.075,26597.52,35986.873,1255,1642.978,1656,1098,1406.02,2147,1227,4776,2771,7480.951,8947.132,8497.439,148151.545,168437.343,130352.505,2856.061,3236.257,2005.682,885.664,478,585,1835,935,1108.283
BT_2571,9845.677,11942.481,9271.227,126096.657,112159.397,138713.77,9713,11609.556,10182,123097.091,131619.262,131805.804,4969.015,2379,2371,8324,6531,4273,14984.924,9720.544,9027.842,100157.68,89512.198,101365.625,6459,11653.022,9004,11834,14452.98,15789,3104,12157,5540,18581.08,22712.037,23925.561,179782.371,193953.554,148759.062,13310.939,10163.743,8755.318,3203.336,2064,2858,4301,2220,3499.717
BT_2572,570,971,585,2362,2142,2430,142,140,116,2302,2849,2425,55,27,38,118,104,71,935,581,611,2523,2033,2543,91,104,139,104,138,99,79,202,84,618,807,742,4807,4780,4084,169,188,158,102,75,19,109,74,50
BT_2573,5553.543,7273.077,5117,51198.702,75410.027,70089,373,489,495,72097.986,92314.037,85359,782,422,416,241,456,531,5728,5078,5336.176,56991.669,28166,36453.158,761,995,1152,261,271,243,69,371,161,10986,14136.213,12831.002,148444.686,152310.239,133167,1439,1701,1196,197,115,92,259,81,139
BT_2574,4948.885,7306,6274.995,890,681,495,102,65,86,912,1171,1068,431,237,116,279,135,92,995,2036,4000,2088,1347,1270,630,578,812,67,55,52,21,139,39,3602,3840.386,3976,4088,3060,2553,948,1329,1071,73,114,108,178,106,138
BT_2575,761.909,843.095,689.471,31,32,31,9,7,1,49.688,35,35,2,0,1,7,16,12,1003,624.392,831.23,60,65.77,77.637,13,8,10,10,24,0,0,0,0,588.816,525.038,488.749,201,119,104,21,0,2,5,0,0,0,0,0
BT_2576,1495.088,2036.905,1478.529,92,58,68,36,48,21,112.312,98,107,89,4,0,110,32,28,1082,1354.608,1675.77,95,92.23,141.363,32,84,77,31,0,24,0,13,21,1074.184,1090.962,1070.251,301,282,261,48,38,71,15,6,24,36,14,46
BT_2577,7268.122,8430.595,7083.065,3545,3870,2772,243,150,140,3394.827,3287.412,3900.507,688.002,176,157,931.134,590,451,4509.365,4651,8492.88,4246.21,2631.95,3240.567,186,238,337,268,177,219,48,394,163,5201,7684.602,7536.927,5787.372,5837.01,4220,568.862,1185.004,548,275,246,277,404,267,339
BT_2578,3539.019,4320.615,3760.759,1437,1687,797,102,64,93,1084.346,1129.588,1488.898,316.998,212,169,352.866,145,105,618.635,1974,3938.602,2692.79,1019.05,1168.433,481,497,879,55,59,50,0,81,19,2829,4008.399,3632.073,3446.628,2963.99,2642.672,861.138,1409.996,895,51,108,127,204,104,124
BT_2579,2936,2929,2761,493,597,317,0,33,7,471,572,711,161,117,101,72,46,50,288,1357,2816,2044,632,583.101,192,174,320,18,8,0,30,49,8,2684,3680,3031.965,1337,1146,873,321,683,384,59,64,68,18,22,36
BT_2580,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
BT_2581,1,7,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,9,0,2,3,2,0,0,0,0,24,0,7,0,0,0,2
BT_2582,4,6,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,6,1,0,3,0,5,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,6,0,0,0,0,0,12
BT_2583,12,1,16,8,9,4,0,0,0,13.714,13,5,1,0,0,2,0,0,9,2,8,27,9,8,25,19,2,0,0,0,0,16,9,3,14,7,30,22,10,15,0,6,0,0,18,3,5,3
BT_2584,3,1,5,0,2,0,7,0,0,2.286,1,0,10,0,0,4,0,0,1,2,5,2,6,0,0,2,0,0,0,0,0,0,0,1,4,1,3,5,1,7,0,8,0,0,0,0,0,0
BT_2585,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0
BT_2586,1,0,0,0,0,0,12,0,0,1,1,1,0,0,0,0,0,0,8,2,8,5,4,5,0,4,11,0,0,0,0,10,0,0,2,1,1,7,9,0,0,0,0,0,0,0,0,0
BT_2587,4,3,0,0,0,0,0,14,0,1,0,3,0,0,0,0,44,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,3,0,18,5,8,9,12,0,0,2
BT_2588,3,6,8,4,14,19,17,5,0,22,40,20,13,8,30,26,0,0,14,2,8,72,31,17,8,11,15,0,0,0,0,0,0,0,13,8,46,30,42,10,0,40,15,9,0,0,0,0
BT_2589,2,3,2,3,1,6,0,18,13,11,9,13,17,0,0,0,0,0,7,0,4,11,14,7,7,15,12,14,1,0,0,0,0,0,2,5,25,10,2,11,0,0,0,4,0,0,0,0
BT_2590,13,28,19,28,28,41,17,3,8,73,71,100,11,0,0,9,24,0,29,15,20,50,81,101,24,43,8,22,0,8,0,0,0,24,20,33,137,100,94,0,4,10,0,0,0,0,0,0
BT_2591,770.978,1045.283,748.992,89,50,56,31,69,44,115,92,79,60,0,0,39,33,51,436,232,554,252,265,262,174,165,299,43,40,85,0,109,20,467,555,516,320,329,151,177.24,175.843,140.225,31,28,0,14,58,46
BT_2592,41.022,66.009,40.008,0,9,17,0,7,0,10,7,4,0,0,0,6,15,0,48,59,53,22,13,25,0,0,8,21,10,9,0,0,0,63,45,29,21,5,6,2.76,14.157,14.775,0,0,0,0,0,0
BT_2593,15,6.473,3,20,10,14,0,0,0,26,10,24,16,7,22,8,0,0,5,6,17,18,19,36,16,9,4,0,0,0,0,14,0,1,12,11,52,31,24,11,0,0,20,0,15,11,0,0
BT_2594,5,9.527,2,14,13,0,21,3,25,22,31,7,12,19,0,7,37,30,15,0,3,4,49,32,16,16,13,0,0,0,0,11,1,2,5,11,14,19,24,26,9,3,0,24,0,0,8,0
BT_2595,11,17,32,5,6,8,22,7,10,29,37,24,44,4,5,37,76.413,40,9,10,25,31,38,23,18,6,3,0,0,0,0,0,12,27,9,11,36,56,42,48,35,29,2,12,0,10,15,22
BT_2596,16,6,5,15,1,4,14,16,0,34,28,23,20,9,5,2,23.587,16,9,15,15,32,14,34,23,7,12,0,0,0,0,0,0,0,8,32,36,83,21,6,0,0,13,5,43,12,0,5
BT_2597,1,0,3,11,8,3,0,0,0,5.99,1,4,0,0,0,0,0,0,1,5,2,1,1,9,0,2,0,0,0,0,0,0,0,0,0,0,11.712,4,4,0,0,0,0,0,0,14,0,0
BT_2598,1,7,2,3,6,1,0,0,0,8.01,12,6,0,0,0,0,0,0,4,14,5,12,14,14,0,0,0,0,21,0,0,0,0,2,4,6,8.332,20,9,0,13,0,0,0,0,0,0,0
BT_2599,43,48,45,141,75,159,135,119,124,361,497,308.741,353.527,242,78,179,155.092,95,81,51,80,451,425,382,246,312,406,98,119,176,0,4,32,77,92,103,295.955,328,234,656,291,373,134,111,191,50,21,37
BT_2600,6,4,11,14,15,16,0,0,0,62,41,26.259,17.473,6,0,6,7.908,4.927,7,5,20,47,71,69,23,14,25,0,0,0,0,12,6,18,24,13,48,63,67,14,1,28,0,11,0,0,6,0
BT_2601,0,5,5,2,0,7,0,0,0,19,21,7,0,0,21,1,0,12.073,2,17,5,9,10,8,0,0,0,15,0,18,0,6,0,8,5,4,10,1,7,0,0,0,0,0,0,0,3,0
BT_2602,284,299,301.012,446,334,502,175,119,69,183,244,324,72,39,18,212,133,96,56,411,311,460,69,88,51,56,130,69,68,101,74,161,43,288,314,349,723,753,729,169,301,142,103,29,70,119,39,102
BT_2603,136,125,123,353,238,387,73,37,50,863,750,607,96,50,23,80,40,32,295.989,175,188,642,656,634,114,149,123,9,86,46,0,0,4,180,220,219,447,533,331,203,165,99,38,43,0,35,1,22
BT_2604,3,7,7,6,1,7,0,0,0,10,0,12,9,7,0,0,7,0,1.011,3,0,3,7,3,0,3,17,0,7,0,0,19,0,0,1,9,16,13,1,0,0,22,0,18,0,0,0,0
BT_2605,6,3,1,3,0,4,0,0,0,3,2,0,0,0,0,0,0,0,9,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,12,1,7,0,0,0,0,0,0,0,0,0
BT_2606,3200,3688,3715,478,442,401,138,246,113,1076,892,839,168,108,60,139,132,132,1425,1305,3660,1111,1209,1460,317,479,496,125,184,259,20,344,129,2262,4257,4166,2551,1868,1604,433,319,300,105,53,104,153,105,127
BT_2607,162,146,192,144,88,215,0,36,18,552,497,510,64,12,0,8,4,18,370,175.894,257,331,388,425,37,22,52,13,16,19,0,28,0,145,273,308,543,622,476,23,110,26,17,11,22,9,12,4
BT_2608,9,8,2,15,2,2,2,4,0,7,7,13,7,0,0,11,14,0,11,6.106,5,3,0,6,3,7,14,0,0,0,0,0,0,4,5,2,4,16,20,0,0,0,5,0,0,7,4,0
BT_2609,9,13,6,13,20,19,0,17,14,54,26,25,29,8,0,19,23,0,17,10,12,23,21,36,17,25,36,0,28,22,0,0,5,11,11,4,25,27,12,15,0,0,0,25,23,0,7,3
BT_2610,0,1,0,2,0,9,0,0,0,0,0,0,6,0,0,0,0,0,5,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
BT_2611,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT_2612,0,0,2,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,7,4,0,0,0,0,0,0,0,0,5,23,21,0,0,0,21,0,0,0,6,0,0
BT_2613,4,2,1,3,7,0,0,0,0,2,0,10,10,0,0,4,27,0,0,0,2,1,7,9,0,0,10,0,0,11,0,12,0,0,1,1,2,5,2,7,0,0,0,9,8,7,3,0
BT_2614,40,45,21,12,10,9,0,0,0,20,14,20,0,0,0,7,1,0,38,25,29,36,31,31,0,9,28,17,0,0,0,8,0,16,25,16,54,60,43,1,5,28,0,6,0,0,7,12
BT_2615,156,184,162,103,107,139,37,26,12,278,205,185,91,91,31,45,150,75,228,127,180,223,228,197,82,87,96,35,69,86,0,11,9,187,248,238,214,346,202,75,92,87,96,43,13,4,12,6
BT_2616,1.005,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0
BT_2617,86,100,89,51,35,40,0,11,0,75,83,127,51,21,0,42,0,0,41,118,95,38,44,76,18,20,18,18,15,0,0,4,0,104,151,143,118,128,113,31,108,18,19,0,12,12,0,3
BT_2618,204,215,161,129,84,205,49,15,0,419,504,422,41,28,8,23,9,43,308,212,231,311,425,382,12,87,91,33,15,33,0,23,19,218,325,279,433,591.187,238,59,132,128,14,15,31,23,6,5
BT_2619,404,456,463,174,142,167,28,35,55,466,514,464,55.507,9,15,38,103,41,497,429,521,392,324,418,66,56,106,23,10,16,0,27,32,458,683,607,862,777,653,159,112,117,0,11,17,40,27,9
BT_2620,181,223,203,59,24,34,5,19,0,146,166,177,55,0,38,56,48,23,53,76,235,161,89,83,60,79,133.334,0,0,7,0,46,13,105,208,186,556,586,355,274,306,368,21,24,0,69,30,28
BT_2621,256.573,361.714,259.611,156.97,192.994,182,42.029,36,0,160.548,183.247,177.795,89.928,6,12,131,79,24,117.008,173.016,254.881,196.005,94,102.542,55,81,174,14,33,61,7,45,15,181,235.555,186.171,570.755,542.174,431.349,172.335,382.219,130.528,50,74,30,58,30,35
BT_2622,313.427,359.286,258.389,222.03,224.006,193,14.971,22,0,464.452,559.753,514.205,170.072,8,12,170,83,59,153.992,187.984,360.119,313.995,246,209.458,82,73,173.666,30,38,16,0,0,38,217,389.445,354.829,863.577,738.072,624.651,329.665,678.781,426.472,43,39,20,74,15,39
BT_2623,341.076,455,277.443,174,198,156,48,134,24,458.704,542,527.823,489,65,111,342.017,170,137,156,197.004,387,609,391,379,237.55,185,505.174,0,92,55,0,23,16,240,415.97,417.738,937.002,1021.754,760.002,891.375,1442.642,952.926,103,163,141,124,51,94
BT_2624,140.924,149,151.557,98,108,121,28,21,12,91.067,80.999,121.688,49,13,19,109.983,15,0,35,114.996,102,77,38.011,50.828,124.45,150,169.826,8.79,22,20,0,28,21.851,151,142.03,159.262,369.998,415,324.293,292.625,717.275,312.074,20,7,0,9,13,20
BT_2625,226,302.804,252.486,149,121,113,0,3,44,218.229,193.001,237.489,122,8,0,69,48,75,88,161,237.896,198,122.989,125.172,82,71,115,20.21,42,14,0,9,7.149,157,259,203,642.335,585.547,505.001,181.584,284.083,262.999,0,10,13,6,13,27
BT_2626,325.356,487.196,318.514,113,136,114,21,26,12,180,154,179,247,49,17,120,111,20,55,142,278.104,308,136,165,197,171,419,19,15,36,0,44,29,180,260,190,1000.665,821.453,770.706,965.471,1377.002,1118.001,50,31,28,62,60,36
BT_2627,466,674,549,477,345,432,46,45,52,743,518,460,609,146,50,243,107,86,135,225,360,913,748,767,941,943,1139,84,29,45,11,29,24,382,483,451,1177,997,962,2167.946,2913.998,2086,71,77,62,45,21,34
BT_2628,1203.032,1727,1496,222,216,265,29,63,31,366,393,418,154,117,35,104,440,134,722,686,935,485,446,469,247,271,353,38,35,58,0,23,7,1002,1102,1076,1112,888,727,503,576,544,38,26,2,21,11,18
BT_2629,187,173,167.719,255,215,216,22,33,9,484,394,542,63.075,138,57,5,295,98,193,184,149,289,255,301,25,17,42,7,1,0,0,12,0,151,224,232,312,386,271,39,16,21,12,3,15,13,9,4
BT_2630,7004.828,9555,7960.499,990,717,824,19,113,91,1083,704,788.005,30,43,0,79,205,104,7763,5319.745,6465.002,1353.999,1489,2112,86,268,255,0,26,55,0,45,24,7552,7857.492,7633.609,2137,2239,1874,138,79,60,4,39,11,28,34,19
BT_2631,1274.268,1545.097,1397.89,896,580,957,73,85,27,840.023,511,554.995,123,49,54,89,175,41,2560,1695.964,2097.791,944.001,937,1225,172,255,148,75,147,40,18,61,20,2475,2779.66,2927.391,989,1049.811,863,149,83,57,33,24,32,24,34,27
BT_2632,198,222,164.001,29,31,28,0,0,0,25,16,43,11,0,0,10,14,16,64,158,201.207,53,40,60,5,17,0,0,0,0,0,2,6,276,222,263,33,54,50,0,15,0,20,6,0,0,5,0
BT_2633,6,9,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0
BT_2634,24.78,29,22,6,26,19,0,0,0,17,15.007,12,6,0,0,8,0,0,7,17,20,3,12,21,15,13,11,0,0,0,0,0,0,20,18,23,37,40,18,3,23,0,0,8,0,6,7,15
BT_2635,2.22,1,6,2,6,2,0,0,0,1,4.993,3,0,0,0,11,0,0,1,0,1,3,4,2,0,0,4,0,0,0,0,0,0,4,0,3,14,4,2,24,30,7,0,0,0,0,0,0
BT_2636,1,4,2,5,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,2,0,0,15,0,0,0,0,1,4,0,2,4,0,0,0,0,0,0,0,0,0
BT_2637,2,1,5,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0
BT_2638,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT_2639,12,15,14,20,30,24,8,0,19,10,20,14,39,18,0,0,14,0,10,6,6,18,12,26,8,14,48,36,0,10,0,5,9,9,9,20,41,32,14,2,48,70,0,11,33,14,5,14
BT_2640,2,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,0,0,0,0,0,0
BT_2641,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BT_2642,55,37,18,45,25,25,11,16,9,52,61,50,20,0,34,0,9,12,35,35,21,86,47,108,0,28,87,0,28,30,0,17,20,23,61,48,125,110,74,35,57,30,0,9,0,15,0,0
BT_2643,1,2,1,2,0,3,0,0,0,4,5,10,0,0,0,9,0,10,9,0,8,15,13,18,0,1,0,0,0,0,0,0,0,2,3,1,10,8,5,0,0,0,0,0,0,0,0,0
BT_2644,27,27,20,24,15,20,22,7,0,77,46,45,30,11,0,4,33,28,59,29,50,51,26,54,0,0,22,10,9,0,0,17,6,33,30,43,24,54,32,0,13,0,0,0,20,9,18,29
BT_2645,1,2,1,0,7,0,0,6,0,0,0,6,4,0,0,0,0,0,0,4,6,0,0,4,0,5,0,27,0,0,0,0,0,2,2,1,2,6,1,0,0,0,0,0,0,9,3,0
BT_2646,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0
